geometry;bus;p_nom
POINT (7.958491273070541 47.5791483196323);DE0 6;142.85714142857142
POINT (10.3884721771883 52.1513649329361);DE0 4;137.2177662449077
POINT (7.25501773539194 53.0267136928067);DE0 0;142.85714142857142
POINT (7.123360467688331 51.4473443869048);DE0 7;44.49098940297283
POINT (7.179202620358111 51.4218244823956);DE0 7;60.57430432560433
POINT (6.52272548882226 51.3224954692993);DE0 7;67.215285231627
POINT (6.929092690806741 50.84415297221329);DE0 7;20.22097904992503
POINT (8.33466775124759 52.07052004267999);DE0 0;116.23677774256457
POINT (10.7037422782749 47.826415980499);DE0 1;142.85714142857142
POINT (9.231870022730089 51.81011909422401);DE0 0;142.85714142857142
POINT (8.08565059715704 53.605834192587);DE0 0;14.285702806122451
POINT (7.835088000000001 52.450547);DE0 0;140.7753218604778
